TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
PHX,PHX vs. DET,2021-12-02,W,36,87,32,64,0.5,8,15,0.5333333333333333,15,21,0.7142857142857143,6,30,36,16,8,6,2,16,6,1
OKC,OKC @ MEM,2021-12-02,L,36,62,19,62,0.3064516129032258,10,33,0.30303030303030304,14,16,0.875,7,13,20,10,13,2,5,10,-51,0
NYK,NYK vs. CHI,2021-12-02,L,36,83,30,62,0.4838709677419355,8,22,0.36363636363636365,15,17,0.8823529411764706,8,22,30,13,14,6,6,13,-6,1
MIL,MIL @ TOR,2021-12-02,L,36,68,23,66,0.3484848484848485,7,23,0.30434782608695654,15,18,0.8333333333333334,14,25,39,9,11,4,3,5,-5,0
MEM,MEM vs. OKC,2021-12-02,W,36,113,43,70,0.6142857142857143,15,28,0.5357142857142857,12,13,0.9230769230769231,8,31,39,29,10,10,9,9,51,1
DET,DET @ PHX,2021-12-02,L,36,81,27,58,0.46551724137931033,9,22,0.4090909090909091,18,21,0.8571428571428571,3,25,28,15,10,4,6,17,-6,0
CHI,CHI @ NYK,2021-12-02,W,36,89,35,70,0.5,9,22,0.4090909090909091,10,10,1.0,10,19,29,22,10,7,6,14,6,0
WAS,WAS vs. MIN,2021-12-01,W,36,91,36,68,0.5294117647058824,7,22,0.3181818181818182,12,18,0.6666666666666666,8,29,37,28,9,5,6,19,3,1
SAC,SAC @ LAC,2021-12-01,W,36,99,39,69,0.5652173913043478,12,30,0.4,9,11,0.8181818181818182,6,26,32,23,9,6,1,9,23,0
PHI,PHI @ BOS,2021-12-01,L,36,63,25,70,0.35714285714285715,6,23,0.2608695652173913,7,9,0.7777777777777778,5,28,33,14,5,7,6,12,-1,0
ORL,ORL vs. DEN,2021-12-01,W,36,79,33,63,0.5238095238095238,4,20,0.2,9,12,0.75,1,28,29,20,10,6,4,11,-4,1
OKC,OKC vs. HOU,2021-12-01,L,36,81,31,64,0.484375,5,23,0.21739130434782608,14,18,0.7777777777777778,8,20,28,12,10,7,3,12,8,1
NOP,NOP vs. DAL,2021-12-01,L,36,75,29,65,0.4461538461538462,9,26,0.34615384615384615,8,8,1.0,10,13,23,16,12,8,1,9,-27,1
MIN,MIN @ WAS,2021-12-01,L,36,88,30,69,0.43478260869565216,9,28,0.32142857142857145,19,22,0.8636363636363636,10,21,31,15,10,3,6,18,-3,0
MIL,MIL vs. CHA,2021-12-01,W,36,97,37,73,0.5068493150684932,10,30,0.3333333333333333,13,15,0.8666666666666667,7,28,35,23,10,9,1,16,2,1
MIA,MIA vs. CLE,2021-12-01,L,36,63,24,66,0.36363636363636365,10,33,0.30303030303030304,5,7,0.7142857142857143,6,13,19,15,9,6,2,15,-24,1
LAC,LAC vs. SAC,2021-12-01,L,36,76,33,78,0.4230769230769231,6,24,0.25,4,6,0.6666666666666666,14,20,34,23,11,6,4,9,-23,1
IND,IND vs. ATL,2021-12-01,L,36,88,34,68,0.5,9,25,0.36,11,13,0.8461538461538461,6,21,27,21,7,7,3,15,1,1
HOU,HOU @ OKC,2021-12-01,W,36,73,27,58,0.46551724137931033,12,31,0.3870967741935484,7,8,0.875,5,24,29,16,17,7,8,18,-8,0
DEN,DEN @ ORL,2021-12-01,L,36,83,31,63,0.49206349206349204,8,26,0.3076923076923077,13,17,0.7647058823529411,1,27,28,19,10,3,4,13,4,0
DAL,DAL @ NOP,2021-12-01,W,36,102,41,60,0.6833333333333333,14,25,0.56,6,7,0.8571428571428571,5,19,24,27,13,5,2,13,27,0
CLE,CLE @ MIA,2021-12-01,W,36,87,29,51,0.5686274509803921,12,24,0.5,17,19,0.8947368421052632,6,30,36,20,16,5,10,11,24,0
CHA,CHA @ MIL,2021-12-01,L,36,95,32,64,0.5,17,39,0.4358974358974359,14,17,0.8235294117647058,2,24,26,25,13,8,5,14,-2,0
BOS,BOS vs. PHI,2021-12-01,W,36,64,26,60,0.43333333333333335,9,24,0.375,3,7,0.42857142857142855,3,35,38,16,12,4,6,9,1,1
ATL,ATL @ IND,2021-12-01,W,36,87,34,61,0.5573770491803278,12,21,0.5714285714285714,7,8,0.875,2,26,28,18,12,2,7,12,-1,0
TOR,TOR vs. MEM,2021-11-30,L,36,67,27,69,0.391304347826087,7,28,0.25,6,8,0.75,10,26,36,10,13,4,4,14,-3,1
SAC,SAC vs. LAL,2021-11-30,L,36,74,29,63,0.4603174603174603,6,24,0.25,10,15,0.6666666666666666,8,26,34,19,16,10,2,18,-13,1
POR,POR vs. DET,2021-11-30,W,36,83,31,74,0.4189189189189189,11,32,0.34375,10,12,0.8333333333333334,6,25,31,16,7,6,2,15,21,1
PHX,PHX vs. GSW,2021-11-30,W,36,80,32,66,0.48484848484848486,10,25,0.4,6,11,0.5454545454545454,6,20,26,22,10,9,4,10,2,1
NYK,NYK @ BKN,2021-11-30,L,36,84,34,69,0.4927536231884058,7,22,0.3181818181818182,9,10,0.9,8,25,33,19,9,4,2,15,-4,0
MEM,MEM @ TOR,2021-11-30,W,36,70,26,70,0.37142857142857144,8,29,0.27586206896551724,10,12,0.8333333333333334,14,26,40,14,11,9,7,9,3,0
LAL,LAL @ SAC,2021-11-30,W,36,87,34,70,0.4857142857142857,6,19,0.3157894736842105,13,18,0.7222222222222222,8,29,37,15,12,7,4,14,13,0
GSW,GSW @ PHX,2021-11-30,L,36,78,29,69,0.42028985507246375,13,32,0.40625,7,10,0.7,13,29,42,21,17,7,5,10,-2,0
DET,DET @ POR,2021-11-30,L,36,62,20,56,0.35714285714285715,6,26,0.23076923076923078,16,19,0.8421052631578947,3,31,34,12,15,4,6,15,-21,0
BKN,BKN vs. NYK,2021-11-30,W,36,88,33,68,0.4852941176470588,7,23,0.30434782608695654,15,16,0.9375,7,23,30,20,7,5,5,10,4,1
WAS,WAS @ SAS,2021-11-29,L,36,78,33,76,0.4342105263157895,5,22,0.22727272727272727,7,11,0.6363636363636364,10,23,33,21,3,5,3,11,-6,0
UTA,UTA vs. POR,2021-11-29,W,36,94,37,69,0.5362318840579711,15,34,0.4411764705882353,5,8,0.625,5,23,28,24,4,6,2,12,10,1
SAS,SAS vs. WAS,2021-11-29,W,36,84,35,69,0.5072463768115942,7,16,0.4375,7,12,0.5833333333333334,11,30,41,21,10,2,6,12,6,1
POR,POR @ UTA,2021-11-29,L,36,84,33,65,0.5076923076923077,10,25,0.4,8,10,0.8,7,25,32,15,9,1,3,10,-10,0
PHI,PHI vs. ORL,2021-11-29,W,36,81,33,76,0.4342105263157895,10,29,0.3448275862068966,5,8,0.625,7,30,37,20,7,5,3,12,3,1
ORL,ORL @ PHI,2021-11-29,L,36,78,30,68,0.4411764705882353,8,25,0.32,10,12,0.8333333333333334,5,36,41,18,8,5,4,12,-3,0
OKC,OKC @ HOU,2021-11-29,L,36,60,24,70,0.34285714285714286,5,32,0.15625,7,13,0.5384615384615384,4,34,38,10,11,8,7,11,-12,0
NOP,NOP @ LAC,2021-11-29,W,36,90,36,69,0.5217391304347826,12,27,0.4444444444444444,6,8,0.75,9,25,34,24,6,9,1,14,12,0
MIN,MIN vs. IND,2021-11-29,W,36,78,29,64,0.453125,7,29,0.2413793103448276,13,18,0.7222222222222222,7,29,36,22,9,6,4,17,2,1
MIA,MIA vs. DEN,2021-11-29,L,36,78,31,73,0.4246575342465753,8,33,0.24242424242424243,8,12,0.6666666666666666,10,20,30,24,5,2,1,15,-17,1
LAC,LAC vs. NOP,2021-11-29,L,36,78,29,53,0.5471698113207547,11,26,0.4230769230769231,9,14,0.6428571428571429,1,25,26,13,12,2,1,7,-12,1
IND,IND @ MIN,2021-11-29,L,36,76,28,70,0.4,8,29,0.27586206896551724,12,15,0.8,7,30,37,21,11,5,2,14,-2,0
HOU,HOU vs. OKC,2021-11-29,W,36,72,27,74,0.36486486486486486,13,39,0.3333333333333333,5,8,0.625,7,42,49,20,10,6,5,12,12,1
DEN,DEN @ MIA,2021-11-29,W,36,95,33,57,0.5789473684210527,15,29,0.5172413793103449,14,19,0.7368421052631579,5,25,30,24,10,1,1,15,17,0
DAL,DAL vs. CLE,2021-11-29,L,36,65,26,70,0.37142857142857144,9,33,0.2727272727272727,4,11,0.36363636363636365,6,19,25,13,7,7,7,12,-22,1
CLE,CLE @ DAL,2021-11-29,W,36,87,34,60,0.5666666666666667,8,15,0.5333333333333333,11,14,0.7857142857142857,4,38,42,21,17,1,3,16,22,0
CHI,CHI vs. CHA,2021-11-29,W,36,104,42,68,0.6176470588235294,11,24,0.4583333333333333,9,14,0.6428571428571429,4,29,33,29,7,2,3,13,19,1
CHA,CHA @ CHI,2021-11-29,L,36,85,29,65,0.4461538461538462,15,32,0.46875,12,15,0.8,4,21,25,18,8,4,5,11,-19,0
TOR,TOR vs. BOS,2021-11-28,L,36,76,27,71,0.38028169014084506,12,35,0.34285714285714286,10,12,0.8333333333333334,10,23,33,15,9,5,3,21,-4,1
SAC,SAC @ MEM,2021-11-28,L,36,74,24,76,0.3157894736842105,6,33,0.18181818181818182,20,29,0.6896551724137931,11,27,38,12,6,3,6,17,-32,0
MIL,MIL @ IND,2021-11-28,W,36,91,36,68,0.5294117647058824,5,23,0.21739130434782608,14,17,0.8235294117647058,9,31,40,24,10,6,2,11,17,0
MEM,MEM vs. SAC,2021-11-28,W,36,106,41,80,0.5125,10,28,0.35714285714285715,14,18,0.7777777777777778,10,43,53,25,6,4,7,19,32,1
LAL,LAL vs. DET,2021-11-28,W,36,83,32,63,0.5079365079365079,8,23,0.34782608695652173,11,17,0.6470588235294118,5,26,31,23,10,10,6,13,13,1
LAC,LAC vs. GSW,2021-11-28,L,36,68,23,59,0.3898305084745763,6,21,0.2857142857142857,16,22,0.7272727272727273,12,26,38,13,21,7,2,17,-7,1
IND,IND vs. MIL,2021-11-28,L,36,74,27,69,0.391304347826087,11,37,0.2972972972972973,9,11,0.8181818181818182,8,24,32,15,11,4,2,16,-17,1
GSW,GSW @ LAC,2021-11-28,W,36,75,26,65,0.4,11,30,0.36666666666666664,12,20,0.6,8,25,33,19,12,17,2,19,7,0
DET,DET @ LAL,2021-11-28,L,36,70,26,62,0.41935483870967744,8,18,0.4444444444444444,10,12,0.8333333333333334,8,26,34,18,16,3,3,14,-13,0
BOS,BOS @ TOR,2021-11-28,W,36,80,23,58,0.39655172413793105,10,29,0.3448275862068966,24,26,0.9230769230769231,8,31,39,17,16,4,2,14,4,0
WAS,WAS @ DAL,2021-11-27,W,36,91,35,62,0.5645161290322581,6,18,0.3333333333333333,15,17,0.8823529411764706,5,23,28,20,11,3,2,14,-2,0
UTA,UTA vs. NOP,2021-11-27,W,36,96,34,62,0.5483870967741935,15,27,0.5555555555555556,13,14,0.9285714285714286,6,27,33,19,13,5,4,17,29,1
PHX,PHX @ BKN,2021-11-27,W,36,90,36,76,0.47368421052631576,12,35,0.34285714285714286,6,7,0.8571428571428571,9,23,32,13,7,11,1,12,18,0
PHI,PHI vs. MIN,2021-11-27,L,36,70,22,56,0.39285714285714285,9,26,0.34615384615384615,17,22,0.7727272727272727,5,20,25,16,9,9,4,15,-2,1
ORL,ORL @ CLE,2021-11-27,L,36,69,28,66,0.42424242424242425,8,21,0.38095238095238093,5,10,0.5,4,25,29,17,8,8,3,13,-9,0
NYK,NYK @ ATL,2021-11-27,W,36,85,33,63,0.5238095238095238,9,23,0.391304347826087,10,13,0.7692307692307693,5,30,35,17,7,4,3,14,11,0
NOP,NOP @ UTA,2021-11-27,L,36,67,27,68,0.39705882352941174,1,24,0.041666666666666664,12,13,0.9230769230769231,9,22,31,17,10,6,3,14,-29,0
MIN,MIN @ PHI,2021-11-27,W,36,72,29,59,0.4915254237288136,5,19,0.2631578947368421,9,13,0.6923076923076923,7,30,37,14,12,4,1,18,2,0
MIA,MIA @ CHI,2021-11-27,W,36,72,27,67,0.40298507462686567,7,27,0.25925925925925924,11,13,0.8461538461538461,8,19,27,16,7,10,1,14,-2,0
HOU,HOU vs. CHA,2021-11-27,W,36,110,39,68,0.5735294117647058,19,34,0.5588235294117647,13,18,0.7222222222222222,7,21,28,29,9,4,2,17,11,1
DAL,DAL vs. WAS,2021-11-27,L,36,93,35,66,0.5303030303030303,10,26,0.38461538461538464,13,19,0.6842105263157895,7,21,28,19,6,6,3,14,2,1
CLE,CLE vs. ORL,2021-11-27,W,36,78,31,70,0.44285714285714284,9,30,0.3,7,9,0.7777777777777778,10,30,40,21,9,3,8,9,9,1
CHI,CHI vs. MIA,2021-11-27,L,36,74,27,57,0.47368421052631576,8,27,0.2962962962962963,12,16,0.75,7,29,36,17,18,4,4,13,2,1
CHA,CHA @ HOU,2021-11-27,L,36,99,32,64,0.5,15,32,0.46875,20,21,0.9523809523809523,8,14,22,22,10,7,2,15,-11,0
BKN,BKN vs. PHX,2021-11-27,L,36,72,29,59,0.4915254237288136,5,16,0.3125,9,13,0.6923076923076923,6,28,34,20,18,3,3,7,-18,1
ATL,ATL vs. NYK,2021-11-27,L,36,74,26,69,0.37681159420289856,8,28,0.2857142857142857,14,18,0.7777777777777778,9,26,35,12,6,5,3,10,-11,1
WAS,WAS @ OKC,2021-11-26,W,36,76,29,62,0.46774193548387094,8,22,0.36363636363636365,10,10,1.0,4,30,34,14,10,2,10,9,8,0
UTA,UTA vs. NOP,2021-11-26,L,36,75,28,61,0.45901639344262296,10,24,0.4166666666666667,9,14,0.6428571428571429,9,27,36,13,14,4,7,15,3,1
TOR,TOR @ IND,2021-11-26,L,36,81,31,66,0.4696969696969697,7,23,0.30434782608695654,12,15,0.8,8,23,31,13,7,4,2,13,-11,0
SAS,SAS vs. BOS,2021-11-26,W,36,70,29,67,0.43283582089552236,6,21,0.2857142857142857,6,9,0.6666666666666666,6,36,42,16,11,5,4,11,7,1
SAC,SAC @ LAL,2021-11-26,W,36,73,29,75,0.38666666666666666,8,28,0.2857142857142857,7,16,0.4375,10,26,36,19,9,7,3,12,-5,0
POR,POR @ GSW,2021-11-26,L,36,70,26,67,0.3880597014925373,7,30,0.23333333333333334,11,14,0.7857142857142857,6,23,29,16,9,6,1,11,-21,0
PHX,PHX @ NYK,2021-11-26,W,36,88,35,64,0.546875,10,24,0.4166666666666667,8,9,0.8888888888888888,1,25,26,21,6,8,2,15,17,0
ORL,ORL vs. CHI,2021-11-26,L,36,69,25,61,0.4098360655737705,5,21,0.23809523809523808,14,20,0.7,5,27,32,15,11,4,5,11,-21,1
OKC,OKC vs. WAS,2021-11-26,L,36,68,27,70,0.38571428571428573,6,22,0.2727272727272727,8,9,0.8888888888888888,8,25,33,15,8,4,3,10,-8,1
NYK,NYK vs. PHX,2021-11-26,L,36,71,24,66,0.36363636363636365,8,24,0.3333333333333333,15,18,0.8333333333333334,12,26,38,8,14,4,1,12,-17,1
NOP,NOP @ UTA,2021-11-26,W,36,72,28,68,0.4117647058823529,9,22,0.4090909090909091,7,9,0.7777777777777778,5,24,29,19,10,7,3,14,-3,0
MIN,MIN @ CHA,2021-11-26,L,36,83,31,74,0.4189189189189189,9,28,0.32142857142857145,12,15,0.8,10,24,34,17,9,6,4,14,-16,0
MIL,MIL @ DEN,2021-11-26,W,36,90,35,56,0.625,12,27,0.4444444444444444,8,14,0.5714285714285714,2,33,35,19,14,2,7,8,17,0
MEM,MEM vs. ATL,2021-11-26,L,36,66,24,72,0.3333333333333333,7,29,0.2413793103448276,11,12,0.9166666666666666,9,17,26,16,10,7,6,14,-39,1
LAL,LAL vs. SAC,2021-11-26,L,36,78,30,60,0.5,10,26,0.38461538461538464,8,13,0.6153846153846154,5,33,38,20,14,6,4,14,5,1
LAC,LAC vs. DET,2021-11-26,W,36,82,28,70,0.4,9,30,0.3,17,18,0.9444444444444444,10,37,47,19,10,7,4,15,20,1
IND,IND vs. TOR,2021-11-26,W,36,92,39,75,0.52,7,28,0.25,7,8,0.875,9,23,32,25,6,2,4,13,11,1
GSW,GSW vs. POR,2021-11-26,W,36,91,37,67,0.5522388059701493,8,24,0.3333333333333333,9,12,0.75,8,32,40,24,13,8,3,14,21,1
DET,DET @ LAC,2021-11-26,L,36,62,22,67,0.3283582089552239,7,27,0.25925925925925924,11,13,0.8461538461538461,7,30,37,14,12,6,2,16,-20,0
DEN,DEN vs. MIL,2021-11-26,L,36,73,27,71,0.38028169014084506,11,35,0.3142857142857143,8,10,0.8,8,19,27,14,6,6,1,16,-17,1
CHI,CHI @ ORL,2021-11-26,W,36,90,34,67,0.5074626865671642,13,28,0.4642857142857143,9,15,0.6,5,28,33,23,8,10,1,15,21,0
CHA,CHA vs. MIN,2021-11-26,W,36,99,37,69,0.5362318840579711,18,33,0.5454545454545454,7,10,0.7,7,29,36,27,12,3,6,16,16,1
BOS,BOS @ SAS,2021-11-26,L,36,63,25,72,0.3472222222222222,7,27,0.25925925925925924,6,9,0.6666666666666666,9,29,38,15,9,4,5,14,-7,0
ATL,ATL @ MEM,2021-11-26,W,36,105,41,67,0.6119402985074627,9,15,0.6,14,19,0.7368421052631579,6,32,38,26,9,5,5,11,39,0
WAS,WAS @ NOP,2021-11-24,L,36,73,28,64,0.4375,4,22,0.18181818181818182,13,23,0.5652173913043478,11,25,36,17,17,3,2,17,-22,0
UTA,UTA @ OKC,2021-11-24,W,36,81,28,65,0.4307692307692308,11,37,0.2972972972972973,14,16,0.875,4,28,32,15,8,10,8,11,1,0
TOR,TOR @ MEM,2021-11-24,W,36,91,36,70,0.5142857142857142,10,26,0.38461538461538464,9,11,0.8181818181818182,9,13,22,20,8,6,2,16,-1,0
SAS,SAS vs. ATL,2021-11-24,L,36,83,33,77,0.42857142857142855,11,25,0.44,6,8,0.75,14,20,34,20,10,7,4,12,-20,1
SAC,SAC vs. POR,2021-11-24,W,36,93,34,67,0.5074626865671642,8,25,0.32,17,24,0.7083333333333334,10,24,34,16,10,3,4,13,1,1
POR,POR @ SAC,2021-11-24,L,36,92,35,72,0.4861111111111111,8,28,0.2857142857142857,14,16,0.875,8,25,33,22,10,8,0,17,-1,0
PHX,PHX @ CLE,2021-11-24,W,36,87,34,68,0.5,7,19,0.3684210526315789,12,15,0.8,9,28,37,19,13,3,1,14,1,0
PHI,PHI @ GSW,2021-11-24,L,36,84,30,61,0.4918032786885246,7,20,0.35,17,18,0.9444444444444444,5,25,30,14,15,10,6,15,-2,0
ORL,ORL vs. CHA,2021-11-24,L,36,77,30,74,0.40540540540540543,13,35,0.37142857142857144,4,5,0.8,8,36,44,17,11,3,1,15,-5,1
OKC,OKC vs. UTA,2021-11-24,L,36,80,29,62,0.46774193548387094,11,24,0.4583333333333333,11,18,0.6111111111111112,1,31,32,15,11,6,4,11,-1,1
NOP,NOP vs. WAS,2021-11-24,W,36,95,34,73,0.4657534246575342,6,19,0.3157894736842105,21,23,0.9130434782608695,9,29,38,23,7,11,1,17,22,1
MIN,MIN vs. MIA,2021-11-24,W,36,86,28,69,0.4057971014492754,13,40,0.325,17,19,0.8947368421052632,12,27,39,17,13,7,3,21,4,1
MIL,MIL vs. DET,2021-11-24,W,36,88,32,68,0.47058823529411764,11,27,0.4074074074074074,13,15,0.8666666666666667,10,34,44,16,10,3,3,10,14,1
MIA,MIA @ MIN,2021-11-24,L,36,82,25,56,0.44642857142857145,12,35,0.34285714285714286,20,29,0.6896551724137931,4,25,29,21,13,6,1,20,-4,0
MEM,MEM vs. TOR,2021-11-24,L,36,92,35,61,0.5737704918032787,6,21,0.2857142857142857,16,21,0.7619047619047619,10,23,33,21,12,5,1,14,1,1
LAL,LAL @ IND,2021-11-24,W,36,82,29,64,0.453125,7,20,0.35,17,21,0.8095238095238095,7,30,37,12,9,3,2,15,-2,0
IND,IND vs. LAL,2021-11-24,L,36,84,33,71,0.4647887323943662,9,30,0.3,9,14,0.6428571428571429,8,24,32,19,6,2,2,17,2,1
HOU,HOU vs. CHI,2021-11-24,W,36,90,35,65,0.5384615384615384,12,26,0.46153846153846156,8,10,0.8,6,31,37,22,16,3,5,13,8,1
GSW,GSW vs. PHI,2021-11-24,W,36,86,30,57,0.5263157894736842,12,27,0.4444444444444444,14,21,0.6666666666666666,3,25,28,22,15,5,3,16,2,1
DET,DET @ MIL,2021-11-24,L,36,74,27,71,0.38028169014084506,10,35,0.2857142857142857,10,12,0.8333333333333334,8,26,34,14,7,4,1,14,-14,0
CLE,CLE vs. PHX,2021-11-24,L,36,86,33,74,0.44594594594594594,9,27,0.3333333333333333,11,15,0.7333333333333333,10,24,34,17,8,6,0,14,-1,1
CHI,CHI @ HOU,2021-11-24,L,36,82,32,73,0.4383561643835616,10,23,0.43478260869565216,8,8,1.0,6,21,27,19,9,8,5,14,-8,0
CHA,CHA @ ORL,2021-11-24,W,36,82,30,73,0.410958904109589,10,34,0.29411764705882354,12,15,0.8,7,31,38,21,7,9,9,10,5,0
BOS,BOS vs. BKN,2021-11-24,L,36,76,25,68,0.36764705882352944,9,37,0.24324324324324326,17,19,0.8947368421052632,10,22,32,18,8,4,4,16,-21,1
BKN,BKN @ BOS,2021-11-24,W,36,97,33,63,0.5238095238095238,11,23,0.4782608695652174,20,26,0.7692307692307693,5,32,37,24,5,7,3,15,21,0
ATL,ATL @ SAS,2021-11-24,W,36,103,38,71,0.5352112676056338,11,23,0.4782608695652174,16,17,0.9411764705882353,8,26,34,22,7,8,5,8,20,0
POR,POR vs. DEN,2021-11-23,W,36,90,33,69,0.4782608695652174,13,32,0.40625,11,17,0.6470588235294118,11,23,34,19,5,9,5,14,11,1
NYK,NYK vs. LAL,2021-11-23,W,36,83,29,62,0.46774193548387094,11,28,0.39285714285714285,14,17,0.8235294117647058,4,33,37,20,13,5,4,18,2,1
MIA,MIA @ DET,2021-11-23,W,36,67,23,56,0.4107142857142857,5,19,0.2631578947368421,16,21,0.7619047619047619,9,26,35,13,10,5,0,14,-9,0
LAL,LAL @ NYK,2021-11-23,L,36,81,29,72,0.4027777777777778,9,25,0.36,14,21,0.6666666666666666,10,28,38,19,9,8,2,12,-2,0
LAC,LAC vs. DAL,2021-11-23,L,36,76,25,54,0.46296296296296297,5,20,0.25,21,26,0.8076923076923077,6,24,30,12,15,3,2,18,-4,1
DET,DET vs. MIA,2021-11-23,L,36,76,29,64,0.453125,10,31,0.3225806451612903,8,9,0.8888888888888888,8,22,30,17,9,4,1,16,9,1
DEN,DEN @ POR,2021-11-23,L,36,79,30,60,0.5,12,23,0.5217391304347826,7,8,0.875,6,24,30,21,13,2,5,13,-11,0
DAL,DAL @ LAC,2021-11-23,W,36,80,26,62,0.41935483870967744,7,28,0.25,21,25,0.84,9,19,28,11,10,10,0,20,4,0
WAS,WAS vs. CHA,2021-11-22,L,36,73,26,69,0.37681159420289856,5,24,0.20833333333333334,16,20,0.8,15,32,47,16,15,5,5,15,-10,1
UTA,UTA vs. MEM,2021-11-22,L,36,96,34,67,0.5074626865671642,12,30,0.4,16,20,0.8,8,27,35,21,10,4,7,14,4,1
SAS,SAS vs. PHX,2021-11-22,L,36,75,33,69,0.4782608695652174,3,12,0.25,6,13,0.46153846153846156,10,25,35,14,14,8,2,12,-15,1
SAC,SAC vs. PHI,2021-11-22,L,36,82,29,60,0.48333333333333334,7,21,0.3333333333333333,17,23,0.7391304347826086,7,30,37,16,10,3,0,12,5,1
PHX,PHX @ SAS,2021-11-22,W,36,90,34,64,0.53125,11,21,0.5238095238095238,11,13,0.8461538461538461,6,25,31,20,11,10,0,13,15,0
PHI,PHI @ SAC,2021-11-22,W,36,77,28,65,0.4307692307692308,9,29,0.3103448275862069,12,15,0.8,6,23,29,16,6,8,5,16,-5,0
ORL,ORL @ MIL,2021-11-22,L,36,56,21,67,0.31343283582089554,7,30,0.23333333333333334,7,11,0.6363636363636364,9,21,30,10,16,4,3,15,-49,0
OKC,OKC @ ATL,2021-11-22,L,36,71,29,74,0.3918918918918919,5,26,0.19230769230769232,8,9,0.8888888888888888,13,25,38,18,8,2,5,12,-22,0
NOP,NOP vs. MIN,2021-11-22,L,36,69,26,66,0.3939393939393939,4,22,0.18181818181818182,13,14,0.9285714285714286,13,24,37,17,19,5,5,20,-20,1
MIN,MIN @ NOP,2021-11-22,W,36,89,32,77,0.4155844155844156,7,35,0.2,18,24,0.75,17,21,38,18,9,12,7,15,20,0
MIL,MIL vs. ORL,2021-11-22,W,36,105,38,74,0.5135135135135135,16,37,0.43243243243243246,13,20,0.65,10,34,44,24,9,10,6,16,49,1
MEM,MEM @ UTA,2021-11-22,W,36,92,34,70,0.4857142857142857,10,26,0.38461538461538464,14,17,0.8235294117647058,8,28,36,20,5,8,3,15,-4,0
IND,IND @ CHI,2021-11-22,W,36,89,33,67,0.4925373134328358,11,26,0.4230769230769231,12,14,0.8571428571428571,8,35,43,22,9,7,10,10,28,0
HOU,HOU @ BOS,2021-11-22,L,36,63,23,62,0.3709677419354839,8,33,0.24242424242424243,9,14,0.6428571428571429,2,31,33,15,12,1,4,15,-23,0
CLE,CLE vs. BKN,2021-11-22,L,36,82,25,66,0.3787878787878788,10,32,0.3125,22,24,0.9166666666666666,10,32,42,15,13,4,5,9,-2,1
CHI,CHI vs. IND,2021-11-22,L,36,61,25,64,0.390625,4,17,0.23529411764705882,7,11,0.6363636363636364,4,23,27,10,8,4,1,14,-28,1
CHA,CHA @ WAS,2021-11-22,W,36,83,31,70,0.44285714285714284,12,25,0.48,9,16,0.5625,6,22,28,18,9,9,2,17,10,0
BOS,BOS vs. HOU,2021-11-22,W,36,86,29,67,0.43283582089552236,10,25,0.4,18,18,1.0,6,37,43,13,8,7,2,17,23,1
BKN,BKN @ CLE,2021-11-22,W,36,84,33,72,0.4583333333333333,8,27,0.2962962962962963,10,10,1.0,3,24,27,24,7,5,6,17,2,0
ATL,ATL vs. OKC,2021-11-22,W,36,93,36,72,0.5,11,27,0.4074074074074074,10,11,0.9090909090909091,8,27,35,23,2,5,5,11,22,1
TOR,TOR @ GSW,2021-11-21,L,36,77,29,74,0.3918918918918919,12,31,0.3870967741935484,7,12,0.5833333333333334,12,20,32,19,7,3,4,16,-15,0
PHX,PHX vs. DEN,2021-11-21,W,36,100,36,62,0.5806451612903226,9,24,0.375,19,22,0.8636363636363636,4,27,31,27,9,4,2,15,22,1
NYK,NYK @ CHI,2021-11-21,L,36,74,24,60,0.4,4,20,0.2,22,26,0.8461538461538461,6,25,31,9,10,4,9,15,2,0
LAL,LAL @ DET,2021-11-21,W,36,84,29,68,0.4264705882352941,7,24,0.2916666666666667,19,23,0.8260869565217391,10,29,39,19,11,3,3,13,-15,0
LAC,LAC vs. DAL,2021-11-21,W,36,71,27,59,0.4576271186440678,10,23,0.43478260869565216,7,10,0.7,6,27,33,15,12,4,2,10,9,1
GSW,GSW vs. TOR,2021-11-21,W,36,92,30,61,0.4918032786885246,17,34,0.5,15,20,0.75,8,31,39,22,11,4,6,11,15,1
DET,DET vs. LAL,2021-11-21,L,36,99,40,79,0.5063291139240507,13,34,0.38235294117647056,6,9,0.6666666666666666,5,25,30,27,6,6,4,20,15,1
DEN,DEN @ PHX,2021-11-21,L,36,78,28,67,0.417910447761194,8,24,0.3333333333333333,14,22,0.6363636363636364,9,22,31,17,7,4,0,17,-22,0
DAL,DAL @ LAC,2021-11-21,L,36,62,24,65,0.36923076923076925,4,24,0.16666666666666666,10,11,0.9090909090909091,7,25,32,14,8,5,4,13,-9,0
CHI,CHI vs. NYK,2021-11-21,W,36,72,27,70,0.38571428571428573,6,21,0.2857142857142857,12,13,0.9230769230769231,10,26,36,14,10,4,1,21,-2,1
WAS,WAS vs. MIA,2021-11-20,W,36,71,25,59,0.423728813559322,6,21,0.2857142857142857,15,16,0.9375,8,21,29,14,15,5,2,14,-4,1
