TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
MIL,MIL @ CHA,2022-01-10,L,12,25,12,23,52.2,1,9,11.1,0,1,0.0,3,10,13,6,5,3,0,4,5,0
IND,IND @ BOS,2022-01-10,L,12,29,9,21,42.9,5,11,45.5,6,7,85.7,2,12,14,7,3,1,3,3,8,0
HOU,HOU vs. PHI,2022-01-10,L,12,19,6,22,27.3,2,11,18.2,5,7,71.4,4,9,13,3,5,4,4,3,-1,1
DET,DET vs. UTA,2022-01-10,W,12,38,13,22,59.1,7,11,63.6,5,5,100.0,4,5,9,9,3,3,3,6,6,1
CLE,CLE @ SAC,2022-01-10,W,12,25,10,22,45.5,2,10,20.0,3,4,75.0,4,3,7,8,3,1,0,4,-4,0
CHA,CHA vs. MIL,2022-01-10,W,12,20,6,22,27.3,2,10,20.0,6,7,85.7,4,8,12,5,5,2,0,3,-5,1
BOS,BOS vs. IND,2022-01-10,W,12,21,7,22,31.8,3,8,37.5,4,4,100.0,1,8,9,5,3,0,1,5,-8,1
BKN,BKN @ POR,2022-01-10,L,12,27,12,23,52.2,2,5,40.0,1,3,33.3,3,6,9,6,4,3,3,2,0,0
WAS,WAS @ ORL,2022-01-09,W,12,35,13,23,56.5,4,6,66.7,5,7,71.4,3,9,12,10,1,0,3,6,6,0
TOR,TOR vs. NOP,2022-01-09,W,12,26,8,19,42.1,5,8,62.5,5,6,83.3,6,10,16,3,6,2,1,6,2,1
SAS,SAS @ BKN,2022-01-09,L,12,24,10,21,47.6,2,6,33.3,2,2,100.0,3,8,11,8,5,3,2,5,2,0
SAC,SAC @ POR,2022-01-09,L,12,21,8,20,40.0,4,10,40.0,1,2,50.0,1,8,9,7,3,2,0,5,0,0
POR,POR vs. SAC,2022-01-09,W,12,21,7,20,35.0,5,10,50.0,2,2,100.0,3,10,13,4,7,2,1,5,0,1
ORL,ORL vs. WAS,2022-01-09,L,12,29,11,25,44.0,1,7,14.3,6,6,100.0,4,7,11,6,2,1,0,6,-6,1
OKC,OKC vs. DEN,2022-01-09,L,12,17,8,21,38.1,1,9,11.1,0,0,0.0,3,9,12,6,4,1,2,4,-2,1
NOP,NOP @ TOR,2022-01-09,L,12,24,8,22,36.4,2,7,28.6,6,7,85.7,3,5,8,3,2,2,1,5,-2,0
MIN,MIN @ HOU,2022-01-09,W,12,30,10,26,38.5,3,11,27.3,7,8,87.5,6,10,16,9,4,2,2,6,-5,0
MEM,MEM @ LAL,2022-01-09,W,12,20,6,17,35.3,0,7,0.0,8,11,72.7,1,6,7,5,3,3,1,5,-16,0
LAL,LAL vs. MEM,2022-01-09,L,12,36,14,22,63.6,4,7,57.1,4,5,80.0,2,8,10,10,3,2,1,7,16,1
LAC,LAC vs. ATL,2022-01-09,W,12,20,9,22,40.9,0,5,0.0,2,2,100.0,3,7,10,4,2,1,1,5,0,1
HOU,HOU vs. MIN,2022-01-09,L,12,35,14,28,50.0,4,13,30.8,3,6,50.0,4,10,14,9,3,3,1,6,5,1
GSW,GSW vs. CLE,2022-01-09,W,12,17,7,20,35.0,1,7,14.3,2,2,100.0,3,8,11,3,3,3,3,5,-5,1
DEN,DEN @ OKC,2022-01-09,W,12,19,6,22,27.3,2,8,25.0,5,6,83.3,7,10,17,5,4,3,0,2,2,0
DAL,DAL vs. CHI,2022-01-09,W,12,30,12,22,54.5,6,9,66.7,0,0,0.0,2,9,11,9,2,2,0,4,10,1
CLE,CLE @ GSW,2022-01-09,L,12,22,8,18,44.4,3,7,42.9,3,4,75.0,2,9,11,4,3,1,1,4,5,0
CHI,CHI @ DAL,2022-01-09,L,12,20,9,18,50.0,1,6,16.7,1,2,50.0,0,7,7,6,3,0,1,1,-10,0
BKN,BKN vs. SAS,2022-01-09,W,12,22,8,22,36.4,2,7,28.6,4,4,100.0,5,6,11,1,5,2,1,3,-2,1
ATL,ATL @ LAC,2022-01-09,L,12,20,7,17,41.2,1,8,12.5,5,6,83.3,2,10,12,5,5,1,0,5,0,0
UTA,UTA @ IND,2022-01-08,L,12,27,11,23,47.8,3,10,30.0,2,3,66.7,1,5,6,5,4,1,0,11,-8,0
PHX,PHX vs. MIA,2022-01-08,L,12,21,5,19,26.3,2,7,28.6,9,9,100.0,1,6,7,4,5,3,0,2,-4,1
ORL,ORL @ DET,2022-01-08,L,12,19,4,17,23.5,2,8,25.0,9,10,90.0,2,10,12,3,1,1,2,6,-5,0
NYK,NYK @ BOS,2022-01-08,L,12,15,6,22,27.3,0,3,0.0,3,4,75.0,5,6,11,1,4,4,1,1,-8,0
MIL,MIL @ CHA,2022-01-08,L,12,31,9,21,42.9,1,6,16.7,12,13,92.3,3,10,13,5,3,1,1,6,6,0
MIA,MIA @ PHX,2022-01-08,W,12,25,10,21,47.6,4,9,44.4,1,1,100.0,3,11,14,9,6,4,0,6,4,0
MEM,MEM @ LAC,2022-01-08,W,12,29,10,26,38.5,3,10,30.0,6,9,66.7,5,14,19,7,5,1,3,4,5,0
LAC,LAC vs. MEM,2022-01-08,L,12,24,11,30,36.7,1,7,14.3,1,2,50.0,5,9,14,3,1,4,4,6,-5,1
IND,IND vs. UTA,2022-01-08,W,12,35,10,16,62.5,2,5,40.0,13,15,86.7,2,10,12,8,4,3,2,6,8,1
DET,DET vs. ORL,2022-01-08,W,12,24,9,21,42.9,2,8,25.0,4,5,80.0,2,12,14,7,1,0,1,6,5,1
CHA,CHA vs. MIL,2022-01-08,W,12,25,10,25,40.0,2,12,16.7,3,7,42.9,3,8,11,7,2,3,0,9,-6,1
BOS,BOS vs. NYK,2022-01-08,W,12,23,9,19,47.4,4,8,50.0,1,1,100.0,3,8,11,5,4,2,2,5,8,1
WAS,WAS @ CHI,2022-01-07,L,12,27,10,23,43.5,1,7,14.3,6,6,100.0,3,7,10,7,3,3,2,3,4,0
UTA,UTA @ TOR,2022-01-07,L,12,16,5,17,29.4,2,7,28.6,4,4,100.0,2,8,10,2,6,1,1,5,-12,0
TOR,TOR vs. UTA,2022-01-07,W,12,28,12,24,50.0,2,7,28.6,2,5,40.0,4,8,12,8,2,4,4,3,12,1
SAS,SAS @ PHI,2022-01-07,L,12,20,7,22,31.8,1,7,14.3,5,9,55.6,4,7,11,4,3,4,1,5,-2,0
SAC,SAC @ DEN,2022-01-07,L,12,26,10,21,47.6,4,9,44.4,2,2,100.0,2,13,15,5,4,0,0,7,1,0
POR,POR vs. CLE,2022-01-07,L,12,23,6,18,33.3,4,10,40.0,7,10,70.0,2,7,9,5,4,3,1,2,-9,1
PHI,PHI vs. SAS,2022-01-07,W,12,22,8,20,40.0,1,3,33.3,5,5,100.0,4,11,15,6,7,2,2,8,2,1
OKC,OKC vs. MIN,2022-01-07,L,12,25,9,26,34.6,5,15,33.3,2,2,100.0,5,11,16,7,4,2,0,5,-7,1
MIN,MIN @ OKC,2022-01-07,W,12,32,13,26,50.0,6,14,42.9,0,3,0.0,3,11,14,9,2,3,3,3,7,0
MIL,MIL @ BKN,2022-01-07,W,12,23,7,21,33.3,4,10,40.0,5,6,83.3,3,5,8,4,3,1,1,4,-6,0
LAL,LAL vs. ATL,2022-01-07,W,12,33,14,27,51.9,3,8,37.5,2,2,100.0,3,9,12,10,3,4,2,8,2,1
HOU,HOU vs. DAL,2022-01-07,L,12,20,7,24,29.2,2,14,14.3,4,6,66.7,3,13,16,2,6,2,1,6,0,1
DEN,DEN vs. SAC,2022-01-07,W,12,25,9,20,45.0,2,9,22.2,5,10,50.0,0,8,8,6,0,1,1,4,-1,1
DAL,DAL @ HOU,2022-01-07,W,12,20,8,23,34.8,1,10,10.0,3,6,50.0,2,12,14,3,6,2,2,6,0,0
CLE,CLE @ POR,2022-01-07,W,12,32,12,24,50.0,5,12,41.7,3,3,100.0,4,10,14,7,4,2,1,5,9,0
CHI,CHI vs. WAS,2022-01-07,W,12,23,9,17,52.9,1,5,20.0,4,4,100.0,1,9,10,7,8,2,1,5,-4,1
BKN,BKN vs. MIL,2022-01-07,L,12,29,11,24,45.8,2,11,18.2,5,6,83.3,6,10,16,6,3,2,2,4,6,1
ATL,ATL @ LAL,2022-01-07,L,12,31,9,21,42.9,4,7,57.1,9,11,81.8,2,8,10,6,4,1,0,3,-2,0
PHX,PHX vs. LAC,2022-01-06,W,12,31,12,28,42.9,3,9,33.3,4,5,80.0,9,9,18,8,2,2,0,6,8,1
NYK,NYK vs. BOS,2022-01-06,W,12,31,11,20,55.0,5,8,62.5,4,7,57.1,1,10,11,9,0,1,0,6,10,1
NOP,NOP vs. GSW,2022-01-06,W,12,26,8,22,36.4,2,11,18.2,8,10,80.0,4,11,15,3,6,2,3,4,2,1
MEM,MEM vs. DET,2022-01-06,W,12,28,12,24,50.0,3,8,37.5,1,1,100.0,5,13,18,7,8,1,2,6,8,1
LAC,LAC @ PHX,2022-01-06,L,12,23,7,21,33.3,1,6,16.7,8,8,100.0,3,8,11,5,3,1,2,7,-8,0
GSW,GSW @ NOP,2022-01-06,L,12,24,10,24,41.7,2,12,16.7,2,2,100.0,1,8,9,5,4,4,1,8,-2,0
DET,DET @ MEM,2022-01-06,L,12,20,8,27,29.6,4,16,25.0,0,0,0.0,3,6,9,4,1,1,1,1,-8,0
BOS,BOS @ NYK,2022-01-06,L,12,21,6,17,35.3,4,13,30.8,5,5,100.0,1,4,5,5,2,0,1,5,-10,0
WAS,WAS vs. HOU,2022-01-05,L,12,28,11,21,52.4,3,11,27.3,3,5,60.0,0,5,5,4,2,3,4,6,0,1
UTA,UTA @ DEN,2022-01-05,W,12,27,10,24,41.7,3,8,37.5,4,4,100.0,5,7,12,6,4,1,4,6,-4,0
TOR,TOR @ MIL,2022-01-05,W,12,25,8,22,36.4,3,8,37.5,6,10,60.0,4,7,11,5,4,4,0,5,2,0
SAS,SAS @ BOS,2022-01-05,W,12,19,9,17,52.9,1,2,50.0,0,0,0.0,2,8,10,4,8,1,2,1,-1,0
SAC,SAC vs. ATL,2022-01-05,L,12,27,10,20,50.0,2,5,40.0,5,6,83.3,2,7,9,3,4,0,0,9,-3,1
POR,POR vs. MIA,2022-01-05,L,12,29,10,22,45.5,5,12,41.7,4,6,66.7,2,7,9,5,1,1,1,8,-3,1
PHI,PHI @ ORL,2022-01-05,W,12,28,11,22,50.0,3,8,37.5,3,3,100.0,2,11,13,10,3,3,2,3,11,0
ORL,ORL vs. PHI,2022-01-05,L,12,17,7,20,35.0,2,8,25.0,1,3,33.3,2,8,10,3,5,1,0,7,-11,1
OKC,OKC @ MIN,2022-01-05,L,12,27,9,24,37.5,4,11,36.4,5,6,83.3,4,8,12,6,4,1,2,8,-2,0
MIN,MIN vs. OKC,2022-01-05,W,12,29,9,18,50.0,1,7,14.3,10,13,76.9,2,8,10,6,2,1,3,6,2,1
MIL,MIL vs. TOR,2022-01-05,L,12,23,8,19,42.1,4,10,40.0,3,6,50.0,2,10,12,5,6,2,3,7,-2,1
MIA,MIA @ POR,2022-01-05,W,12,32,8,18,44.4,5,9,55.6,11,14,78.6,2,8,10,7,1,0,1,4,3,0
IND,IND vs. BKN,2022-01-05,L,12,20,5,17,29.4,0,9,0.0,10,11,90.9,3,4,7,4,5,0,1,5,-15,1
HOU,HOU @ WAS,2022-01-05,W,12,28,10,19,52.6,3,5,60.0,5,6,83.3,1,9,10,5,6,1,0,5,0,0
GSW,GSW @ DAL,2022-01-05,L,12,15,7,18,38.9,1,7,14.3,0,1,0.0,2,8,10,4,5,1,1,8,-14,0
DET,DET @ CHA,2022-01-05,L,12,36,14,23,60.9,4,11,36.4,4,8,50.0,3,4,7,8,3,4,2,3,-4,0
DEN,DEN vs. UTA,2022-01-05,L,12,31,13,25,52.0,2,10,20.0,3,3,100.0,2,8,10,6,2,1,1,5,4,1
DAL,DAL vs. GSW,2022-01-05,W,12,29,8,18,44.4,5,10,50.0,8,10,80.0,2,10,12,7,2,2,0,2,14,1
CHA,CHA vs. DET,2022-01-05,W,12,40,14,21,66.7,9,12,75.0,3,3,100.0,2,7,9,11,6,1,0,6,4,1
BOS,BOS vs. SAS,2022-01-05,L,12,20,10,23,43.5,0,2,0.0,0,0,0.0,4,5,9,3,3,4,2,3,1,1
BKN,BKN @ IND,2022-01-05,W,12,35,13,19,68.4,1,4,25.0,8,9,88.9,2,7,9,4,3,4,2,7,15,0
ATL,ATL @ SAC,2022-01-05,W,12,30,11,19,57.9,1,5,20.0,7,10,70.0,2,6,8,4,2,2,1,5,3,0
TOR,TOR vs. SAS,2022-01-04,W,12,32,12,20,60.0,4,8,50.0,4,7,57.1,2,11,13,7,4,4,2,3,9,1
SAS,SAS @ TOR,2022-01-04,L,12,23,9,23,39.1,3,12,25.0,2,2,100.0,3,9,12,5,5,2,0,6,-9,0
SAC,SAC @ LAL,2022-01-04,L,12,31,11,18,61.1,4,7,57.1,5,6,83.3,2,6,8,7,5,0,3,6,-6,0
PHX,PHX @ NOP,2022-01-04,W,12,28,10,20,50.0,4,7,57.1,4,6,66.7,1,8,9,9,1,1,3,3,2,0
NYK,NYK vs. IND,2022-01-04,W,12,20,8,21,38.1,0,6,0.0,4,6,66.7,4,8,12,3,1,2,0,8,3,1
NOP,NOP vs. PHX,2022-01-04,L,12,26,10,22,45.5,4,9,44.4,2,2,100.0,4,10,14,6,3,0,0,5,-2,1
MEM,MEM @ CLE,2022-01-04,W,12,34,14,23,60.9,2,4,50.0,4,4,100.0,3,10,13,6,2,1,1,5,3,0
LAL,LAL vs. SAC,2022-01-04,W,12,37,14,20,70.0,5,8,62.5,4,9,44.4,2,5,7,6,2,1,1,5,6,1
IND,IND @ NYK,2022-01-04,L,12,17,4,14,28.6,1,6,16.7,8,13,61.5,3,7,10,2,5,0,2,4,-3,0
CLE,CLE vs. MEM,2022-01-04,L,12,31,11,26,42.3,3,12,25.0,6,6,100.0,4,6,10,8,2,0,3,3,-3,1
WAS,WAS vs. CHA,2022-01-03,W,12,40,9,16,56.3,7,10,70.0,15,16,93.8,1,12,13,9,4,1,0,4,9,1
UTA,UTA @ NOP,2022-01-03,W,12,33,11,20,55.0,6,10,60.0,5,6,83.3,0,9,9,6,5,3,2,5,6,0
POR,POR vs. ATL,2022-01-03,W,12,36,11,21,52.4,2,7,28.6,12,12,100.0,3,7,10,7,2,3,0,6,10,1
PHI,PHI vs. HOU,2022-01-03,W,12,30,12,25,48.0,4,11,36.4,2,2,100.0,5,12,17,5,6,4,3,2,9,1
ORL,ORL @ CHI,2022-01-03,L,12,32,10,21,47.6,3,10,30.0,9,9,100.0,1,6,7,6,1,4,0,7,-1,0
NOP,NOP vs. UTA,2022-01-03,L,12,27,12,30,40.0,3,13,23.1,0,0,0.0,5,8,13,6,3,2,1,6,-6,1
MIN,MIN @ LAC,2022-01-03,W,12,37,14,22,63.6,4,10,40.0,5,6,83.3,4,5,9,10,6,3,1,5,-2,0
MIL,MIL vs. DET,2022-01-03,L,12,21,6,17,35.3,2,10,20.0,7,10,70.0,2,9,11,4,2,2,0,6,-7,1
MIA,MIA @ GSW,2022-01-03,L,12,26,7,22,31.8,4,11,36.4,8,10,80.0,3,9,12,5,3,2,2,3,0,0
MEM,MEM @ BKN,2022-01-03,W,12,22,9,21,42.9,2,8,25.0,2,6,33.3,3,7,10,6,2,1,1,5,-9,0
LAC,LAC vs. MIN,2022-01-03,L,12,39,14,20,70.0,6,10,60.0,5,6,83.3,0,3,3,7,3,4,2,4,2,1
HOU,HOU @ PHI,2022-01-03,L,12,21,8,20,40.0,4,13,30.8,1,3,33.3,1,5,6,6,5,2,2,1,-9,0
GSW,GSW vs. MIA,2022-01-03,W,12,26,10,24,41.7,3,9,33.3,3,5,60.0,5,11,16,8,5,3,4,7,0,1
DET,DET @ MIL,2022-01-03,W,12,28,10,20,50.0,4,10,40.0,4,8,50.0,4,8,12,6,3,2,0,8,7,0
DEN,DEN @ DAL,2022-01-03,L,12,26,6,15,40.0,0,5,0.0,14,15,93.3,3,9,12,4,6,3,0,4,-8,0
DAL,DAL vs. DEN,2022-01-03,W,12,34,11,21,52.4,7,12,58.3,5,5,100.0,1,6,7,7,3,4,1,7,8,1
CHI,CHI vs. ORL,2022-01-03,W,12,33,11,20,55.0,3,6,50.0,8,11,72.7,4,8,12,3,4,1,0,5,1,1
CHA,CHA @ WAS,2022-01-03,L,12,31,11,26,42.3,4,13,30.8,5,6,83.3,2,6,8,3,2,3,0,10,-9,0
BKN,BKN vs. MEM,2022-01-03,L,12,31,13,22,59.1,3,6,50.0,2,3,66.7,2,10,12,8,1,1,2,7,9,1
ATL,ATL @ POR,2022-01-03,L,12,26,9,19,47.4,4,14,28.6,4,4,100.0,2,6,8,6,6,1,0,10,-10,0
TOR,TOR vs. NYK,2022-01-02,W,12,24,7,23,30.4,2,7,28.6,8,10,80.0,6,10,16,4,8,2,1,6,-7,1
SAC,SAC vs. MIA,2022-01-02,W,12,25,7,15,46.7,2,7,28.6,9,11,81.8,1,7,8,6,3,0,0,5,2,1
PHX,PHX @ CHA,2022-01-02,W,12,27,11,26,42.3,3,10,30.0,2,2,100.0,5,6,11,8,8,8,0,8,2,0
ORL,ORL @ BOS,2022-01-02,L,12,23,8,17,47.1,2,5,40.0,5,7,71.4,1,10,11,2,5,1,0,6,-12,0
OKC,OKC vs. DAL,2022-01-02,L,12,22,9,24,37.5,1,8,12.5,3,4,75.0,6,9,15,3,2,2,1,4,0,1
NYK,NYK @ TOR,2022-01-02,L,12,31,12,24,50.0,4,10,40.0,3,6,50.0,2,5,7,9,3,6,4,8,7,0
MIN,MIN @ LAL,2022-01-02,L,12,23,8,19,42.1,2,8,25.0,5,7,71.4,3,11,14,3,8,1,1,8,-7,0
MIA,MIA @ SAC,2022-01-02,L,12,23,9,26,34.6,0,8,0.0,5,5,100.0,8,6,14,6,2,1,0,9,-2,0
LAL,LAL vs. MIN,2022-01-02,W,12,30,9,18,50.0,3,9,33.3,9,13,69.2,0,5,5,5,2,4,3,5,7,1
IND,IND @ CLE,2022-01-02,L,12,20,7,19,36.8,4,11,36.4,2,2,100.0,3,8,11,4,6,3,1,9,0,0
DAL,DAL @ OKC,2022-01-02,W,12,22,8,21,38.1,4,11,36.4,2,2,100.0,3,8,11,6,4,2,0,2,0,0
CLE,CLE vs. IND,2022-01-02,W,12,20,6,18,33.3,1,8,12.5,7,12,58.3,3,8,11,4,3,2,2,3,0,1
CHA,CHA vs. PHX,2022-01-02,L,12,25,10,17,58.8,0,4,0.0,5,9,55.6,2,6,8,8,8,6,5,4,-2,1
BOS,BOS vs. ORL,2022-01-02,W,12,35,14,24,58.3,3,9,33.3,4,5,80.0,1,7,8,10,1,2,2,5,12,1
WAS,WAS vs. CHI,2022-01-01,L,12,31,11,18,61.1,1,7,14.3,8,11,72.7,0,10,10,5,3,2,1,8,-3,1
UTA,UTA vs. GSW,2022-01-01,L,12,25,10,24,41.7,4,13,30.8,1,2,50.0,5,4,9,7,4,2,0,6,-12,1
SAS,SAS @ DET,2022-01-01,L,12,24,8,20,40.0,4,9,44.4,4,7,57.1,4,8,12,7,8,2,1,9,4,0
NOP,NOP @ MIL,2022-01-01,L,12,31,8,19,42.1,4,13,30.8,11,13,84.6,3,8,11,3,4,1,0,0,-9,0
MIL,MIL vs. NOP,2022-01-01,W,12,40,16,26,61.5,8,16,50.0,0,0,0.0,1,9,10,8,1,4,1,7,9,1
LAC,LAC @ BKN,2022-01-01,W,12,40,12,23,52.2,3,9,33.3,13,15,86.7,2,8,10,7,1,3,1,7,11,0
HOU,HOU vs. DEN,2022-01-01,L,12,37,14,24,58.3,6,13,46.2,3,4,75.0,4,6,10,8,6,6,0,5,12,1
GSW,GSW @ UTA,2022-01-01,W,12,37,13,18,72.2,5,7,71.4,6,7,85.7,1,8,9,11,3,4,0,5,12,0
DET,DET vs. SAS,2022-01-01,W,12,20,6,19,31.6,2,8,25.0,6,8,75.0,5,8,13,3,7,4,2,8,-4,1
DEN,DEN @ HOU,2022-01-01,W,12,25,9,17,52.9,2,5,40.0,5,7,71.4,2,7,9,6,9,6,0,4,-12,0
CHI,CHI @ WAS,2022-01-01,W,12,34,12,24,50.0,3,9,33.3,7,8,87.5,2,10,12,5,2,2,1,7,3,0
BKN,BKN vs. LAC,2022-01-01,L,12,29,9,19,47.4,2,11,18.2,9,12,75.0,2,8,10,7,6,1,1,9,-11,1
UTA,UTA vs. MIN,2021-12-31,W,12,34,12,25,48.0,2,9,22.2,8,9,88.9,6,13,19,4,5,2,2,7,13,1
TOR,TOR vs. LAC,2021-12-31,W,12,34,11,22,50.0,4,5,80.0,8,12,66.7,6,10,16,6,2,3,0,3,13,1
SAS,SAS @ MEM,2021-12-31,L,12,26,10,19,52.6,2,5,40.0,4,7,57.1,2,7,9,5,3,2,1,4,-2,0
SAC,SAC vs. DAL,2021-12-31,L,12,20,9,25,36.0,0,7,0.0,2,2,100.0,3,7,10,3,1,2,1,3,2,1
POR,POR @ LAL,2021-12-31,L,12,29,9,27,33.3,4,8,50.0,7,7,100.0,7,8,15,5,3,0,0,6,-9,0
PHX,PHX @ BOS,2021-12-31,L,12,31,13,28,46.4,3,11,27.3,2,3,66.7,6,6,12,4,3,3,0,7,8,0
OKC,OKC vs. NYK,2021-12-31,W,12,21,8,21,38.1,4,11,36.4,1,2,50.0,4,8,12,5,2,2,2,4,6,1
NYK,NYK @ OKC,2021-12-31,L,12,15,5,15,33.3,2,9,22.2,3,6,50.0,1,9,10,3,4,0,1,1,-6,0
MIN,MIN @ UTA,2021-12-31,L,12,21,7,21,33.3,2,9,22.2,5,5,100.0,1,6,7,5,4,0,2,6,-13,0
MIA,MIA @ HOU,2021-12-31,W,12,20,4,17,23.5,1,6,16.7,11,12,91.7,3,10,13,1,5,0,3,4,-3,0
MEM,MEM vs. SAS,2021-12-31,W,12,28,11,23,47.8,2,5,40.0,4,4,100.0,4,9,13,4,3,3,2,6,2,1
LAL,LAL vs. POR,2021-12-31,W,12,38,11,20,55.0,6,13,46.2,10,10,100.0,1,8,9,5,0,2,3,5,9,1
LAC,LAC @ TOR,2021-12-31,L,12,21,9,20,45.0,3,9,33.3,0,0,0.0,1,5,6,5,3,1,2,7,-13,0
IND,IND vs. CHI,2021-12-31,L,12,27,10,23,43.5,1,6,16.7,6,8,75.0,7,8,15,5,4,3,1,5,1,1
HOU,HOU vs. MIA,2021-12-31,L,12,23,10,28,35.7,1,11,9.1,2,2,100.0,6,7,13,5,1,3,0,9,3,1
DAL,DAL @ SAC,2021-12-31,W,12,18,7,17,41.2,0,3,0.0,4,4,100.0,1,12,13,4,4,1,3,3,-2,0
CLE,CLE vs. ATL,2021-12-31,L,12,30,10,20,50.0,2,6,33.3,8,14,57.1,3,10,13,6,0,1,2,4,0,1
CHI,CHI @ IND,2021-12-31,W,12,26,9,20,45.0,2,5,40.0,6,6,100.0,2,5,7,2,4,3,1,5,-1,0
BOS,BOS vs. PHX,2021-12-31,W,12,23,8,15,53.3,0,3,0.0,7,8,87.5,1,9,10,3,8,3,3,5,-8,1
ATL,ATL @ CLE,2021-12-31,W,12,30,9,20,45.0,4,9,44.4,8,8,100.0,1,7,8,5,1,0,0,10,0,0
WAS,WAS vs. CLE,2021-12-30,W,12,19,7,21,33.3,2,6,33.3,3,4,75.0,5,10,15,3,1,1,1,5,-2,1
PHI,PHI @ BKN,2021-12-30,W,12,26,10,20,50.0,4,7,57.1,2,6,33.3,4,7,11,6,3,2,2,7,6,0
ORL,ORL vs. MIL,2021-12-30,L,12,33,11,22,50.0,3,9,33.3,8,9,88.9,2,4,6,5,1,0,0,6,-7,1
MIL,MIL @ ORL,2021-12-30,W,12,40,14,21,66.7,3,5,60.0,9,10,90.0,2,8,10,7,1,1,2,6,7,0
CLE,CLE @ WAS,2021-12-30,L,12,21,8,21,38.1,2,9,22.2,3,6,50.0,3,10,13,7,2,1,2,4,2,0
BKN,BKN vs. PHI,2021-12-30,L,12,20,8,19,42.1,1,6,16.7,3,5,60.0,3,9,12,5,4,1,2,7,-6,1
UTA,UTA @ POR,2021-12-29,W,12,24,7,19,36.8,0,6,0.0,10,14,71.4,4,9,13,1,3,1,0,4,1,0
SAC,SAC vs. DAL,2021-12-29,W,12,23,9,20,45.0,3,7,42.9,2,2,100.0,2,4,6,5,3,1,1,7,-2,1
POR,POR vs. UTA,2021-12-29,L,12,23,9,26,34.6,2,12,16.7,3,6,50.0,7,10,17,6,2,2,1,9,-1,1
PHX,PHX vs. OKC,2021-12-29,W,12,30,11,23,47.8,4,6,66.7,4,6,66.7,4,14,18,6,1,0,2,3,14,1
OKC,OKC @ PHX,2021-12-29,L,12,16,5,26,19.2,3,12,25.0,3,4,75.0,7,8,15,2,1,0,0,5,-14,0
NYK,NYK @ DET,2021-12-29,W,12,30,9,17,52.9,5,9,55.6,7,8,87.5,1,7,8,6,3,5,2,5,16,0
MEM,MEM vs. LAL,2021-12-29,W,12,26,9,20,45.0,4,8,50.0,4,7,57.1,3,8,11,7,4,3,1,2,10,1
LAL,LAL @ MEM,2021-12-29,L,12,16,7,20,35.0,2,10,20.0,0,0,0.0,2,8,10,2,5,1,1,6,-10,0
LAC,LAC @ BOS,2021-12-29,W,12,22,6,18,33.3,1,4,25.0,9,11,81.8,4,10,14,3,3,0,1,4,3,0
IND,IND vs. CHA,2021-12-29,L,12,26,8,22,36.4,5,14,35.7,5,5,100.0,3,8,11,5,2,1,3,4,0,1
DET,DET vs. NYK,2021-12-29,L,12,14,2,16,12.5,1,7,14.3,9,11,81.8,3,7,10,2,5,3,0,5,-16,1
DAL,DAL @ SAC,2021-12-29,L,12,25,9,16,56.3,2,3,66.7,5,7,71.4,0,8,8,7,4,0,2,4,2,0
CHI,CHI vs. ATL,2021-12-29,W,12,27,9,16,56.3,2,4,50.0,7,8,87.5,1,9,10,7,5,1,2,5,-3,1
CHA,CHA @ IND,2021-12-29,W,12,26,10,22,45.5,3,5,60.0,3,4,75.0,3,10,13,7,2,2,1,3,0,0
BOS,BOS vs. LAC,2021-12-29,L,12,19,7,30,23.3,1,18,5.6,4,4,100.0,9,8,17,5,1,2,2,8,-3,1
ATL,ATL @ CHI,2021-12-29,L,12,30,12,21,57.1,3,6,50.0,3,8,37.5,3,7,10,7,2,1,1,6,3,0
WAS,WAS @ MIA,2021-12-28,L,12,39,14,23,60.9,7,13,53.8,4,6,66.7,5,9,14,10,4,1,1,5,11,0
TOR,TOR vs. PHI,2021-12-28,L,12,28,9,22,40.9,3,11,27.3,7,8,87.5,3,8,11,5,2,2,0,7,-1,1
SAC,SAC vs. OKC,2021-12-28,W,12,30,10,20,50.0,3,6,50.0,7,11,63.6,2,7,9,3,3,1,2,12,0,1
PHI,PHI @ TOR,2021-12-28,W,12,29,8,17,47.1,3,3,100.0,10,10,100.0,1,8,9,3,3,1,0,7,1,0
ORL,ORL vs. MIL,2021-12-28,L,12,28,11,22,50.0,4,11,36.4,2,2,100.0,0,6,6,6,3,4,0,5,-2,1
OKC,OKC @ SAC,2021-12-28,L,12,30,7,18,38.9,1,7,14.3,15,19,78.9,1,7,8,3,3,0,1,8,0,0
NYK,NYK @ MIN,2021-12-28,W,12,24,8,20,40.0,4,10,40.0,4,7,57.1,3,7,10,5,6,1,2,6,-2,0
NOP,NOP vs. CLE,2021-12-28,W,12,32,10,22,45.5,6,11,54.5,6,6,100.0,4,11,15,6,3,1,2,4,11,1
MIN,MIN vs. NYK,2021-12-28,L,12,26,11,21,52.4,0,5,0.0,4,5,80.0,3,7,10,7,2,2,3,9,2,1
MIL,MIL @ ORL,2021-12-28,W,12,30,12,18,66.7,2,6,33.3,4,7,57.1,1,11,12,5,5,1,0,5,2,0
