TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,COURT
CHA,CHA @ NYK,2022-03-30,W,12,34,13,22,59.1,3,9,33.3,5,5,100.0,3,9,12,9,5,0,2,8,3,0
BOS,BOS vs. MIA,2022-03-30,L,12,15,6,22,27.3,1,8,12.5,2,3,66.7,1,11,12,4,5,0,0,8,-12,1
ATL,ATL @ OKC,2022-03-30,W,12,21,8,19,42.1,3,9,33.3,2,2,100.0,1,6,7,5,6,1,0,6,-8,0
WAS,WAS vs. CHI,2022-03-29,L,12,21,9,21,42.9,2,8,25.0,1,3,33.3,3,3,6,8,3,1,2,5,-11,1
UTA,UTA @ LAC,2022-03-29,L,12,21,9,17,52.9,0,3,0.0,3,3,100.0,2,6,8,1,7,0,1,7,-18,0
PHI,PHI vs. MIL,2022-03-29,L,12,27,11,26,42.3,5,12,41.7,0,1,0.0,3,7,10,6,1,1,0,5,-10,1
MIL,MIL @ PHI,2022-03-29,W,12,37,13,18,72.2,4,7,57.1,7,11,63.6,0,12,12,6,1,0,2,2,10,0
LAL,LAL @ DAL,2022-03-29,L,12,26,10,24,41.7,3,15,20.0,3,4,75.0,4,11,15,3,1,3,0,5,11,0
LAC,LAC vs. UTA,2022-03-29,W,12,39,15,26,57.7,5,12,41.7,4,5,80.0,4,6,10,10,2,3,1,4,18,1
DET,DET @ BKN,2022-03-29,L,12,29,11,26,42.3,4,12,33.3,3,3,100.0,3,5,8,5,2,3,1,11,-5,0
DAL,DAL vs. LAL,2022-03-29,W,12,15,5,17,29.4,3,10,30.0,2,4,50.0,1,10,11,5,4,1,0,4,-11,1
CHI,CHI @ WAS,2022-03-29,W,12,32,13,20,65.0,2,3,66.7,4,5,80.0,3,8,11,9,3,2,1,3,11,0
BKN,BKN vs. DET,2022-03-29,W,12,34,8,16,50.0,3,6,50.0,15,16,93.8,2,9,11,2,5,1,2,4,5,1
TOR,TOR vs. BOS,2022-03-28,W,12,26,10,26,38.5,4,14,28.6,2,2,100.0,7,5,12,4,1,2,2,7,0,1
SAS,SAS @ HOU,2022-03-28,W,12,27,7,20,35.0,1,5,20.0,12,15,80.0,5,8,13,5,4,2,1,6,-9,0
SAC,SAC @ MIA,2022-03-28,L,12,32,12,23,52.2,3,11,27.3,5,5,100.0,1,6,7,5,4,3,0,4,2,0
POR,POR vs. OKC,2022-03-28,L,12,26,10,22,45.5,2,9,22.2,4,6,66.7,2,5,7,4,5,4,2,6,-8,1
ORL,ORL @ CLE,2022-03-28,L,12,21,8,20,40.0,3,13,23.1,2,3,66.7,2,13,15,7,6,0,1,7,-5,0
OKC,OKC @ POR,2022-03-28,W,12,34,11,22,50.0,6,11,54.5,6,7,85.7,3,7,10,7,4,4,1,6,8,0
NYK,NYK vs. CHI,2022-03-28,W,12,28,8,19,42.1,4,9,44.4,8,15,53.3,2,7,9,5,0,0,1,7,-1,1
MIA,MIA vs. SAC,2022-03-28,W,12,30,13,21,61.9,3,9,33.3,1,1,100.0,2,7,9,5,6,2,1,6,-2,1
MEM,MEM vs. GSW,2022-03-28,W,12,28,9,18,50.0,3,6,50.0,7,8,87.5,3,9,12,8,8,4,0,6,0,1
IND,IND vs. ATL,2022-03-28,L,12,33,11,20,55.0,3,7,42.9,8,8,100.0,3,4,7,7,2,1,1,9,3,1
HOU,HOU vs. SAS,2022-03-28,L,12,36,11,25,44.0,6,14,42.9,8,9,88.9,4,10,14,6,2,1,3,11,9,1
GSW,GSW @ MEM,2022-03-28,L,12,28,10,18,55.6,2,5,40.0,6,8,75.0,0,5,5,6,5,4,2,6,0,0
DEN,DEN @ CHA,2022-03-28,W,12,20,4,17,23.5,1,7,14.3,11,15,73.3,5,7,12,2,3,2,0,3,-5,0
CLE,CLE vs. ORL,2022-03-28,W,12,26,8,22,36.4,3,9,33.3,7,8,87.5,1,9,10,5,1,5,1,5,5,1
CHI,CHI @ NYK,2022-03-28,L,12,29,10,19,52.6,1,2,50.0,8,9,88.9,0,13,13,3,2,0,2,9,1,0
CHA,CHA vs. DEN,2022-03-28,L,12,25,10,22,45.5,5,12,41.7,0,0,0.0,1,10,11,8,3,2,1,10,5,1
BOS,BOS @ TOR,2022-03-28,L,12,26,8,17,47.1,4,10,40.0,6,10,60.0,4,7,11,6,2,0,0,3,0,0
ATL,ATL @ IND,2022-03-28,W,12,30,8,17,47.1,2,5,40.0,12,15,80.0,3,5,8,6,3,1,1,6,-3,0
WAS,WAS vs. GSW,2022-03-27,W,12,31,9,17,52.9,2,4,50.0,11,13,84.6,0,11,11,7,5,2,4,8,-3,1
UTA,UTA @ DAL,2022-03-27,L,12,21,9,21,42.9,1,8,12.5,2,2,100.0,1,9,10,4,2,0,1,1,-3,0
PHX,PHX vs. PHI,2022-03-27,W,12,23,9,21,42.9,3,8,37.5,2,4,50.0,0,11,11,5,4,2,2,3,5,1
PHI,PHI @ PHX,2022-03-27,L,12,18,6,22,27.3,2,10,20.0,4,4,100.0,3,11,14,5,4,3,2,4,-5,0
NYK,NYK @ DET,2022-03-27,W,12,24,9,19,47.4,3,7,42.9,3,4,75.0,3,10,13,4,4,1,4,5,1,0
NOP,NOP vs. LAL,2022-03-27,W,12,26,9,19,47.4,1,5,20.0,7,10,70.0,3,11,14,4,0,2,0,3,12,1
MIN,MIN @ BOS,2022-03-27,L,12,32,13,19,68.4,5,8,62.5,1,2,50.0,1,8,9,7,3,0,0,4,4,0
LAL,LAL @ NOP,2022-03-27,L,12,14,6,21,28.6,1,11,9.1,1,2,50.0,2,7,9,2,2,0,0,7,-12,0
GSW,GSW @ WAS,2022-03-27,L,12,34,13,29,44.8,1,8,12.5,7,11,63.6,5,9,14,5,2,4,0,10,3,0
DET,DET vs. NYK,2022-03-27,L,12,23,9,23,39.1,2,9,22.2,3,3,100.0,3,6,9,4,2,2,1,5,-1,1
DAL,DAL vs. UTA,2022-03-27,W,12,24,10,22,45.5,4,11,36.4,0,2,0.0,3,8,11,7,1,1,1,4,3,1
CHA,CHA @ BKN,2022-03-27,W,12,26,9,21,42.9,5,9,55.6,3,4,75.0,5,9,14,6,4,0,1,5,5,0
BOS,BOS vs. MIN,2022-03-27,W,12,28,9,17,52.9,5,9,55.6,5,6,83.3,1,6,7,8,2,0,0,5,-4,1
BKN,BKN vs. CHA,2022-03-27,L,12,21,8,23,34.8,1,6,16.7,4,4,100.0,3,7,10,3,2,4,2,4,-5,1
TOR,TOR vs. IND,2022-03-26,W,12,35,12,19,63.2,5,11,45.5,6,7,85.7,4,7,11,9,3,1,2,4,14,1
SAS,SAS @ NOP,2022-03-26,W,12,23,9,24,37.5,2,9,22.2,3,3,100.0,4,8,12,8,2,0,3,4,4,0
SAC,SAC @ ORL,2022-03-26,W,12,24,10,24,41.7,1,8,12.5,3,4,75.0,6,9,15,3,1,1,0,2,3,0
POR,POR vs. HOU,2022-03-26,L,12,20,7,26,26.9,3,13,23.1,3,6,50.0,8,5,13,4,5,4,1,5,-10,1
ORL,ORL vs. SAC,2022-03-26,L,12,21,9,21,42.9,2,9,22.2,1,1,100.0,2,9,11,6,3,1,0,3,-3,1
OKC,OKC @ DEN,2022-03-26,L,12,31,11,19,57.9,4,9,44.4,5,5,100.0,2,7,9,9,4,2,0,5,5,0
NOP,NOP vs. SAS,2022-03-26,L,12,19,8,22,36.4,1,5,20.0,2,3,66.7,3,9,12,5,2,2,3,4,-4,1
MIL,MIL @ MEM,2022-03-26,L,12,23,7,17,41.2,1,7,14.3,8,9,88.9,2,7,9,4,5,1,1,4,-6,0
MIA,MIA vs. BKN,2022-03-26,L,12,27,10,18,55.6,4,6,66.7,3,3,100.0,0,10,10,8,5,0,1,3,13,1
MEM,MEM vs. MIL,2022-03-26,W,12,29,13,25,52.0,1,9,11.1,2,5,40.0,4,7,11,9,3,4,1,6,6,1
IND,IND @ TOR,2022-03-26,L,12,21,6,16,37.5,2,4,50.0,7,8,87.5,1,4,5,4,3,3,0,4,-14,0
HOU,HOU @ POR,2022-03-26,W,12,30,11,20,55.0,4,6,66.7,4,7,57.1,2,8,10,10,5,4,4,3,10,0
DEN,DEN vs. OKC,2022-03-26,W,12,26,8,17,47.1,1,6,16.7,9,9,100.0,1,6,7,7,2,3,1,5,-5,1
CLE,CLE vs. CHI,2022-03-26,L,12,31,11,19,57.9,3,6,50.0,6,9,66.7,2,5,7,5,2,2,0,5,8,1
CHI,CHI @ CLE,2022-03-26,W,12,23,9,14,64.3,0,2,0.0,5,8,62.5,0,6,6,4,6,1,0,7,-8,0
BKN,BKN @ MIA,2022-03-26,W,12,14,5,19,26.3,4,14,28.6,0,0,0.0,2,8,10,5,7,3,2,6,-13,0
WAS,WAS @ DET,2022-03-25,W,12,21,7,19,36.8,2,6,33.3,5,5,100.0,1,10,11,5,5,1,3,4,-6,0
UTA,UTA @ CHA,2022-03-25,L,12,23,9,21,42.9,3,10,30.0,2,2,100.0,3,8,11,6,6,1,1,7,-7,0
POR,POR vs. HOU,2022-03-25,L,12,24,8,16,50.0,0,4,0.0,8,10,80.0,3,4,7,4,6,1,0,6,-5,1
PHI,PHI @ LAC,2022-03-25,W,12,29,13,23,56.5,3,8,37.5,0,0,0.0,3,9,12,6,4,3,3,8,3,0
NYK,NYK @ MIA,2022-03-25,W,12,38,11,18,61.1,6,12,50.0,10,10,100.0,2,11,13,7,1,3,1,5,23,0
MIN,MIN vs. DAL,2022-03-25,W,12,27,11,25,44.0,5,14,35.7,0,0,0.0,3,8,11,9,3,1,0,5,-1,1
MIA,MIA vs. NYK,2022-03-25,L,12,15,5,18,27.8,2,9,22.2,3,4,75.0,1,5,6,2,5,0,0,7,-23,1
LAC,LAC vs. PHI,2022-03-25,L,12,26,7,19,36.8,3,9,33.3,9,12,75.0,2,6,8,6,3,1,1,2,-3,1
HOU,HOU @ POR,2022-03-25,W,12,29,9,19,47.4,4,11,36.4,7,8,87.5,5,5,10,5,4,3,0,8,5,0
GSW,GSW @ ATL,2022-03-25,L,12,27,11,21,52.4,3,8,37.5,2,2,100.0,5,9,14,6,5,0,1,5,7,0
DET,DET vs. WAS,2022-03-25,L,12,27,12,26,46.2,3,10,30.0,0,0,0.0,2,11,13,6,3,4,3,5,6,1
DAL,DAL @ MIN,2022-03-25,L,12,28,10,19,52.6,4,11,36.4,4,6,66.7,0,10,10,5,2,2,1,1,1,0
CHA,CHA vs. UTA,2022-03-25,W,12,30,11,22,50.0,2,6,33.3,6,8,75.0,3,4,7,8,1,4,1,4,7,1
ATL,ATL vs. GSW,2022-03-25,W,12,20,7,19,36.8,2,6,33.3,4,4,100.0,2,5,7,5,4,3,1,5,-7,1
WAS,WAS @ MIL,2022-03-24,L,12,36,15,23,65.2,5,11,45.5,1,2,50.0,4,5,9,7,1,2,0,4,14,0
TOR,TOR vs. CLE,2022-03-24,W,12,34,14,23,60.9,4,9,44.4,2,3,66.7,4,7,11,4,0,1,1,5,5,1
PHX,PHX @ DEN,2022-03-24,W,12,36,12,20,60.0,3,7,42.9,9,11,81.8,1,9,10,9,3,1,0,6,12,0
NOP,NOP vs. CHI,2022-03-24,W,12,40,11,18,61.1,4,7,57.1,14,15,93.3,1,9,10,7,1,2,2,3,16,1
MIL,MIL vs. WAS,2022-03-24,W,12,22,8,14,57.1,2,5,40.0,4,4,100.0,1,5,6,4,7,1,0,4,-14,1
MEM,MEM vs. IND,2022-03-24,W,12,26,10,18,55.6,2,6,33.3,4,8,50.0,3,9,12,6,6,1,2,4,-6,1
IND,IND @ MEM,2022-03-24,L,12,32,11,22,50.0,6,8,75.0,4,6,66.7,1,5,6,7,2,3,0,6,6,0
DEN,DEN vs. PHX,2022-03-24,L,12,24,10,20,50.0,1,8,12.5,3,5,60.0,2,5,7,5,5,1,1,10,-12,1
CLE,CLE @ TOR,2022-03-24,L,12,29,9,20,45.0,4,7,57.1,7,7,100.0,2,5,7,5,1,0,1,3,-5,0
CHI,CHI @ NOP,2022-03-24,L,12,24,8,19,42.1,4,10,40.0,4,4,100.0,0,6,6,6,4,0,1,9,-16,0
UTA,UTA @ BOS,2022-03-23,L,12,29,9,19,47.4,1,7,14.3,10,11,90.9,4,6,10,3,4,1,1,2,-3,0
SAS,SAS @ POR,2022-03-23,W,12,19,5,19,26.3,3,12,25.0,6,6,100.0,2,12,14,5,4,0,2,3,4,0
SAC,SAC @ IND,2022-03-23,W,12,25,10,21,47.6,4,11,36.4,1,3,33.3,2,10,12,4,2,1,1,3,5,0
POR,POR vs. SAS,2022-03-23,L,12,15,6,23,26.1,2,8,25.0,1,1,100.0,4,10,14,3,3,0,2,5,-4,1
PHX,PHX @ MIN,2022-03-23,W,12,42,14,21,66.7,4,7,57.1,10,11,90.9,1,6,7,8,1,3,1,5,14,0
PHI,PHI @ LAL,2022-03-23,W,12,33,12,21,57.1,3,5,60.0,6,8,75.0,2,11,13,7,3,0,1,6,3,0
ORL,ORL @ OKC,2022-03-23,L,12,28,9,21,42.9,7,13,53.8,3,4,75.0,0,6,6,7,3,0,0,6,-6,0
OKC,OKC vs. ORL,2022-03-23,W,12,34,12,18,66.7,4,9,44.4,6,8,75.0,0,10,10,6,3,2,0,5,6,1
NYK,NYK @ CHA,2022-03-23,W,12,22,6,21,28.6,2,9,22.2,8,9,88.9,3,13,16,4,2,1,1,4,3,0
MIN,MIN vs. PHX,2022-03-23,L,12,28,10,21,47.6,4,10,40.0,4,5,80.0,4,5,9,8,5,0,1,6,-14,1
MIA,MIA vs. GSW,2022-03-23,L,12,24,8,21,38.1,2,10,20.0,6,8,75.0,2,4,6,5,2,1,0,6,-13,1
MEM,MEM vs. BKN,2022-03-23,W,12,29,10,20,50.0,5,8,62.5,4,4,100.0,3,9,12,7,5,1,2,4,13,1
LAL,LAL vs. PHI,2022-03-23,L,12,30,12,23,52.2,1,8,12.5,5,11,45.5,3,7,10,4,1,2,0,7,-3,1
IND,IND vs. SAC,2022-03-23,L,12,20,7,22,31.8,2,7,28.6,4,4,100.0,3,9,12,5,2,1,0,2,-5,1
HOU,HOU @ DAL,2022-03-23,L,12,19,4,20,20.0,1,7,14.3,10,12,83.3,4,9,13,2,6,2,2,5,-9,0
GSW,GSW @ MIA,2022-03-23,W,12,37,11,17,64.7,7,9,77.8,8,8,100.0,1,10,11,6,3,2,0,7,13,0
DET,DET vs. ATL,2022-03-23,W,12,29,10,23,43.5,3,11,27.3,6,6,100.0,0,10,10,6,2,3,1,8,6,1
DAL,DAL vs. HOU,2022-03-23,W,12,28,12,25,48.0,3,12,25.0,1,1,100.0,2,10,12,8,4,4,0,9,9,1
CHA,CHA vs. NYK,2022-03-23,L,12,19,7,20,35.0,4,12,33.3,1,4,25.0,0,9,9,5,1,0,1,9,-3,1
BOS,BOS vs. UTA,2022-03-23,W,12,32,14,25,56.0,4,11,36.4,0,0,0.0,4,6,10,9,3,3,1,8,3,1
BKN,BKN @ MEM,2022-03-23,L,12,16,7,17,41.2,2,5,40.0,0,0,0.0,0,5,5,2,6,1,3,5,-13,0
ATL,ATL @ DET,2022-03-23,L,12,23,6,18,33.3,3,11,27.3,8,8,100.0,1,12,13,2,5,0,0,4,-6,0
ORL,ORL vs. GSW,2022-03-22,W,12,29,11,17,64.7,4,10,40.0,3,3,100.0,1,5,6,8,5,1,4,0,13,1
NYK,NYK vs. ATL,2022-03-22,L,12,22,9,18,50.0,2,6,33.3,2,4,50.0,3,6,9,4,6,2,1,7,-8,1
MIL,MIL vs. CHI,2022-03-22,W,12,35,15,21,71.4,3,6,50.0,2,3,66.7,1,11,12,8,2,0,1,3,6,1
LAC,LAC @ DEN,2022-03-22,L,12,27,10,21,47.6,3,9,33.3,4,4,100.0,3,6,9,6,1,1,5,3,-1,0
GSW,GSW @ ORL,2022-03-22,L,12,16,7,21,33.3,2,7,28.6,0,0,0.0,5,5,10,2,7,0,0,8,-13,0
DEN,DEN vs. LAC,2022-03-22,W,12,28,10,21,47.6,6,12,50.0,2,2,100.0,4,6,10,7,3,1,3,4,1,1
CHI,CHI @ MIL,2022-03-22,L,12,29,12,23,52.2,3,6,50.0,2,5,40.0,2,5,7,7,0,1,1,1,-6,0
ATL,ATL @ NYK,2022-03-22,W,12,30,9,19,47.4,4,10,40.0,8,10,80.0,3,7,10,5,3,2,3,3,8,0
WAS,WAS @ HOU,2022-03-21,L,12,14,3,17,17.6,1,7,14.3,7,8,87.5,1,7,8,1,3,3,0,4,-21,0
UTA,UTA @ BKN,2022-03-21,L,12,31,10,22,45.5,4,12,33.3,7,8,87.5,1,6,7,6,0,4,1,4,8,0
TOR,TOR @ CHI,2022-03-21,L,12,26,11,24,45.8,1,9,11.1,3,4,75.0,6,9,15,6,3,1,2,7,-3,0
POR,POR @ DET,2022-03-21,W,12,23,6,23,26.1,0,8,0.0,11,14,78.6,7,8,15,2,4,5,1,6,-4,0
PHI,PHI vs. MIA,2022-03-21,W,12,33,14,20,70.0,3,5,60.0,2,3,66.7,1,8,9,6,2,1,1,4,5,1
OKC,OKC vs. BOS,2022-03-21,L,12,39,16,22,72.7,6,12,50.0,1,3,33.3,2,8,10,9,2,2,2,8,15,1
NOP,NOP @ CHA,2022-03-21,L,12,19,8,20,40.0,1,5,20.0,2,2,100.0,4,5,9,3,4,1,0,4,-9,0
MIN,MIN @ DAL,2022-03-21,L,12,27,7,22,31.8,2,8,25.0,11,15,73.3,5,8,13,4,0,2,1,4,3,0
MIA,MIA @ PHI,2022-03-21,L,12,28,12,23,52.2,4,9,44.4,0,0,0.0,1,4,5,7,2,1,1,5,-5,0
LAL,LAL @ CLE,2022-03-21,W,12,35,15,23,65.2,2,6,33.3,3,3,100.0,3,5,8,10,0,2,1,6,12,0
HOU,HOU vs. WAS,2022-03-21,W,12,35,11,17,64.7,8,9,88.9,5,6,83.3,0,11,11,8,5,3,4,7,21,1
DET,DET vs. POR,2022-03-21,L,12,27,9,20,45.0,3,11,27.3,6,9,66.7,3,11,14,6,7,4,3,11,4,1
DAL,DAL vs. MIN,2022-03-21,W,12,24,9,20,45.0,3,12,25.0,3,4,75.0,2,11,13,7,3,0,0,8,-3,1
CLE,CLE vs. LAL,2022-03-21,L,12,23,7,14,50.0,3,9,33.3,6,7,85.7,2,5,7,4,4,0,0,4,-12,1
CHI,CHI vs. TOR,2022-03-21,W,12,29,10,22,45.5,3,6,50.0,6,10,60.0,7,7,14,7,2,2,1,4,3,1
CHA,CHA vs. NOP,2022-03-21,W,12,28,13,19,68.4,2,5,40.0,0,1,0.0,2,7,9,10,4,1,2,5,9,1
BOS,BOS @ OKC,2022-03-21,W,12,24,6,16,37.5,1,8,12.5,11,13,84.6,3,6,9,1,4,2,1,5,-15,0
BKN,BKN vs. UTA,2022-03-21,W,12,23,10,18,55.6,3,8,37.5,0,0,0.0,1,12,13,7,7,0,1,7,-8,1
UTA,UTA @ NYK,2022-03-20,W,12,23,6,18,33.3,4,13,30.8,7,8,87.5,2,10,12,3,2,2,2,4,3,0
TOR,TOR @ PHI,2022-03-20,W,12,24,7,19,36.8,2,5,40.0,8,12,66.7,2,9,11,4,1,4,1,4,10,0
SAS,SAS @ GSW,2022-03-20,W,12,27,9,27,33.3,4,9,44.4,5,6,83.3,6,8,14,6,5,2,0,4,3,0
SAC,SAC vs. PHX,2022-03-20,L,12,23,7,17,41.2,1,5,20.0,8,9,88.9,2,6,8,4,4,3,1,4,-4,1
POR,POR @ IND,2022-03-20,L,12,16,7,19,36.8,2,10,20.0,0,2,0.0,3,5,8,4,6,0,1,7,-19,0
PHX,PHX @ SAC,2022-03-20,W,12,27,10,20,50.0,2,6,33.3,5,5,100.0,2,7,9,7,4,3,0,6,4,0
PHI,PHI vs. TOR,2022-03-20,L,12,14,4,14,28.6,1,6,16.7,5,7,71.4,1,8,9,4,7,1,1,9,-10,1
ORL,ORL vs. OKC,2022-03-20,W,12,28,8,20,40.0,2,9,22.2,10,12,83.3,6,11,17,5,3,1,1,5,7,1
OKC,OKC @ ORL,2022-03-20,L,12,21,7,23,30.4,4,13,30.8,3,4,75.0,3,7,10,3,1,2,1,9,-7,0
NYK,NYK vs. UTA,2022-03-20,L,12,20,7,19,36.8,3,8,37.5,3,6,50.0,2,8,10,4,3,0,1,6,-3,1
NOP,NOP @ ATL,2022-03-20,W,12,26,8,16,50.0,0,1,0.0,10,11,90.9,3,7,10,4,6,1,0,6,-10,0
MEM,MEM @ HOU,2022-03-20,W,12,38,14,24,58.3,6,11,54.5,4,6,66.7,1,9,10,9,1,7,2,5,11,0
IND,IND vs. POR,2022-03-20,W,12,35,13,22,59.1,4,7,57.1,5,7,71.4,4,6,10,10,1,3,1,3,19,1
HOU,HOU vs. MEM,2022-03-20,L,12,27,11,21,52.4,3,5,60.0,2,7,28.6,1,10,11,9,7,0,1,6,-11,1
GSW,GSW vs. SAS,2022-03-20,L,12,24,9,20,45.0,3,8,37.5,3,4,75.0,2,10,12,3,3,2,0,7,-3,1
DEN,DEN vs. BOS,2022-03-20,L,12,29,10,19,52.6,2,7,28.6,7,7,100.0,1,8,9,6,4,3,1,4,3,1
BOS,BOS @ DEN,2022-03-20,W,12,26,9,20,45.0,4,11,36.4,4,4,100.0,3,6,9,7,5,3,1,6,-3,0
ATL,ATL vs. NOP,2022-03-20,L,12,36,12,22,54.5,1,7,14.3,11,11,100.0,2,5,7,6,1,2,0,8,10,1
WAS,WAS vs. LAL,2022-03-19,W,12,34,12,19,63.2,2,6,33.3,8,9,88.9,3,8,11,9,2,3,0,2,14,1
MIN,MIN vs. MIL,2022-03-19,W,12,32,12,22,54.5,4,11,36.4,4,4,100.0,0,7,7,9,2,1,0,8,-5,1
MIL,MIL @ MIN,2022-03-19,L,12,37,12,26,46.2,5,15,33.3,8,10,80.0,6,10,16,6,2,1,0,2,5,0
LAL,LAL @ WAS,2022-03-19,L,12,20,8,19,42.1,3,9,33.3,1,1,100.0,1,5,6,2,6,0,0,7,-14,0
DET,DET @ CLE,2022-03-19,L,12,28,11,18,61.1,4,5,80.0,2,2,100.0,1,4,5,7,5,3,3,3,-3,0
DAL,DAL @ CHA,2022-03-19,L,12,28,11,26,42.3,1,7,14.3,5,7,71.4,6,10,16,7,2,0,2,7,1,0
CLE,CLE vs. DET,2022-03-19,W,12,31,13,19,68.4,4,6,66.7,1,3,33.3,0,6,6,11,5,3,0,2,3,1
CHA,CHA vs. DAL,2022-03-19,W,12,27,9,24,37.5,2,7,28.6,7,10,70.0,6,10,16,7,2,1,1,5,-1,1
WAS,WAS @ NYK,2022-03-18,L,12,31,9,20,45.0,6,11,54.5,7,7,100.0,1,12,13,4,3,0,1,10,6,0
UTA,UTA vs. LAC,2022-03-18,W,12,26,9,22,40.9,6,15,40.0,2,3,66.7,1,6,7,8,2,4,1,6,-8,1
TOR,TOR vs. LAL,2022-03-18,L,12,27,11,21,52.4,4,10,40.0,1,1,100.0,3,9,12,5,3,0,0,1,-1,1
SAS,SAS vs. NOP,2022-03-18,L,12,34,13,22,59.1,4,10,40.0,4,4,100.0,1,9,10,10,2,1,0,0,5,1
SAC,SAC vs. BOS,2022-03-18,L,12,18,7,21,33.3,0,9,0.0,4,5,80.0,1,7,8,5,2,2,1,5,-16,1
POR,POR @ BKN,2022-03-18,L,12,22,8,24,33.3,2,10,20.0,4,7,57.1,5,5,10,3,4,4,0,6,-5,0
PHX,PHX vs. CHI,2022-03-18,W,12,34,12,21,57.1,4,6,66.7,6,6,100.0,2,9,11,6,3,1,0,6,4,1
PHI,PHI vs. DAL,2022-03-18,W,12,27,10,19,52.6,4,8,50.0,3,4,75.0,2,8,10,5,3,0,2,7,2,1
OKC,OKC @ MIA,2022-03-18,L,12,29,13,22,59.1,1,6,16.7,2,3,66.7,1,11,12,7,1,3,1,0,12,0
NYK,NYK vs. WAS,2022-03-18,W,12,25,5,22,22.7,1,10,10.0,14,14,100.0,3,8,11,3,1,3,0,8,-6,1
NOP,NOP @ SAS,2022-03-18,W,12,29,12,26,46.2,5,10,50.0,0,0,0.0,4,7,11,7,2,1,0,5,-5,0
MIA,MIA vs. OKC,2022-03-18,W,12,17,8,24,33.3,1,10,10.0,0,0,0.0,4,9,13,3,4,0,0,5,-12,1
MEM,MEM @ ATL,2022-03-18,L,12,33,14,23,60.9,4,7,57.1,1,1,100.0,4,11,15,6,6,2,3,3,4,0
LAL,LAL @ TOR,2022-03-18,W,12,28,11,24,45.8,6,13,46.2,0,0,0.0,3,7,10,7,2,2,1,4,1,0
LAC,LAC @ UTA,2022-03-18,L,12,34,12,22,54.5,4,9,44.4,6,6,100.0,2,12,14,10,4,1,4,1,8,0
IND,IND @ HOU,2022-03-18,W,12,38,13,23,56.5,5,9,55.6,7,11,63.6,5,8,13,6,2,3,2,4,15,0
HOU,HOU vs. IND,2022-03-18,L,12,23,9,20,45.0,2,7,28.6,3,3,100.0,1,7,8,5,6,2,3,9,-15,1
DEN,DEN @ CLE,2022-03-18,L,12,20,8,19,42.1,1,8,12.5,3,5,60.0,4,6,10,6,3,1,0,3,-9,0
DAL,DAL @ PHI,2022-03-18,L,12,25,8,20,40.0,3,9,33.3,6,8,75.0,3,6,9,4,0,0,0,2,-2,0
CLE,CLE vs. DEN,2022-03-18,W,12,29,10,19,52.6,5,8,62.5,4,5,80.0,3,8,11,9,1,1,0,4,9,1
CHI,CHI @ PHX,2022-03-18,L,12,30,10,22,45.5,2,8,25.0,8,8,100.0,3,7,10,5,2,0,0,4,-4,0
BOS,BOS @ SAC,2022-03-18,W,12,34,10,17,58.8,7,13,53.8,7,8,87.5,1,13,14,9,4,2,0,4,16,0
BKN,BKN vs. POR,2022-03-18,W,12,27,9,19,47.4,2,8,25.0,7,8,87.5,6,11,17,2,9,2,0,6,5,1
ATL,ATL vs. MEM,2022-03-18,W,12,29,11,21,52.4,5,8,62.5,2,3,66.7,0,5,5,7,3,6,1,4,-4,1
ORL,ORL vs. DET,2022-03-17,L,12,26,11,21,52.4,2,8,25.0,2,2,100.0,0,8,8,6,4,0,1,6,-2,1
DET,DET @ ORL,2022-03-17,W,12,28,8,20,40.0,4,11,36.4,8,10,80.0,3,9,12,5,4,3,0,6,2,0
WAS,WAS vs. DEN,2022-03-16,L,12,28,10,18,55.6,1,3,33.3,7,8,87.5,2,9,11,5,2,2,3,4,5,1
UTA,UTA vs. CHI,2022-03-16,W,12,36,11,19,57.9,5,10,50.0,9,11,81.8,1,8,9,6,3,3,1,4,7,1
TOR,TOR @ LAC,2022-03-16,W,12,25,9,18,50.0,2,8,25.0,5,7,71.4,3,8,11,5,3,2,0,3,-1,0
SAS,SAS vs. OKC,2022-03-16,W,12,24,10,26,38.5,3,7,42.9,1,2,50.0,5,11,16,7,3,2,1,4,-5,1
SAC,SAC vs. MIL,2022-03-16,L,12,34,14,22,63.6,3,9,33.3,3,3,100.0,1,6,7,5,5,2,1,6,0,1
POR,POR @ NYK,2022-03-16,L,12,24,9,21,42.9,3,9,33.3,3,7,42.9,1,6,7,5,1,0,1,6,-10,0
PHX,PHX @ HOU,2022-03-16,W,12,34,14,24,58.3,6,10,60.0,0,0,0.0,3,8,11,8,1,1,0,6,4,0
PHI,PHI @ CLE,2022-03-16,W,12,33,9,14,64.3,4,6,66.7,11,13,84.6,1,9,10,7,3,2,1,9,9,0
OKC,OKC @ SAS,2022-03-16,L,12,29,9,21,42.9,5,13,38.5,6,7,85.7,1,12,13,6,3,3,0,3,5,0
NYK,NYK vs. POR,2022-03-16,W,12,34,11,19,57.9,5,10,50.0,7,8,87.5,0,12,12,9,3,1,2,6,10,1
MIN,MIN vs. LAL,2022-03-16,W,12,38,10,15,66.7,7,11,63.6,11,13,84.6,1,7,8,6,2,0,2,2,11,1
